,document,sentence,label
15,out\1324.json,"Net Core, and Kubernetes",0
16,out\1324.json,WfH policy:,0
17,out\1324.json,You can work remotely 2 days a week for this C# Developer role,0
18,out\1324.json,"The company is based in a fantastic and scenic area of London with plenty of pubs, restaurants, and shops nearby",0
19,out\1324.json,Ideal requirements:,1
20,out\1324.json,You have solid C# and,1
21,out\1324.json,Net Core development skills and experience with a range of front-end technologies including TypeScript and React,1
22,out\1324.json,You are degree educated in Computer Science or similar (2:1 and above) with excellent A-Levels,1
23,out\1324.json,"You have a good appreciation for scalable, distributed highly available architectures and event driven patterns",1
24,out\1324.json,You are a passionate technologist who works on projects in their own time and keeps up to date with latest technologies and trends,1
25,out\1324.json,You have excellent communication and collaboration skills,1
26,out\1324.json,As a C# Developer / Full Stack Developer you can expect to earn a competitive salary (up to £110k) plus benefits,0
27,out\1324.json,Apply today or call to find out more about this C# Developer / Full Stack Engineer role,0
0,out\1326.json,This role is remote/ hybrid and based in the UK,0
1,out\1326.json,Please only apply if you are based in and have the right to work in the UK,0
2,out\1326.json,"We are looking for a Front-End Developer to join the National Education Group team, to support the rapid growth in features and capabilities in our cloud-based SaaS platform",0
3,out\1326.json,"We couple a cutting-edge learning experience platform, with continuously evolving relevant course products to enable remote continuous professional development and certification for educators in over 40,000 schools",0
4,out\1326.json,As Front-End Stack Developer you will be implementing the designs and styles across the platform based on input from the design team,0
5,out\1326.json,What You’ll Be Doing,0
6,out\1326.json,"Developing the front-end web experience using VueJS as the major framework, integrated with Laravel blades",0
7,out\1326.json,Creating dynamic pages and flows that work on all devices,0
8,out\1326.json,"Developing new features, and improving existing site aspects based on wireframes and other technical requirements",0
9,out\1326.json,"Working as part of a scrum team with the lead developer, developers and product owner",0
10,out\1326.json,Mentoring more junior members of the team,0
11,out\1326.json,Who are National Education Group,0
12,out\1326.json,"NEG works to support over 40,000 schools and has over 9,000 subscriptions",0
13,out\1326.json,Over the last 5 years NEG has experienced rapid growth through digital innovation in the ed-tech sector and launches 40-60 new content products each month,0
14,out\1326.json,NEG is revolutionising training and CPD in the education sector through its leading digital content provision and LMS platform,0
15,out\1326.json,"The Company delivers remote, expert-led and engaging training and CPD through its three comprehensive content brands: Essential CPD©, The National College© and National Online Safety©",0
16,out\1326.json,"Content is delivered via The National Hub© – this is the Company’s highly functional and intuitive software platform, which, as a Learning Management System, also supports schools’ wider training function",0
17,out\1326.json,Requirements,1
18,out\1326.json,About You,1
19,out\1326.json,6+ years’ experience in front-end development roles,1
20,out\1326.json,"You have a degree in software engineering, computer science or similar field",1
21,out\1326.json,Demonstrable experience of front-end JavaScript / VueJS development integrated with a PHP / Laravel backend,1
22,out\1326.json,"Capability to build HTML / CSS and associated front-end implementation for multi-device support, using frameworks such as Tailwind CSS",1
23,out\1326.json,Ability to create mock-ups and propose UI/UX designs with input from product and design,1
24,out\1326.json,"A track record of building high-performance products, preferably with ecommerce applications",1
25,out\1326.json,Strong technical skills and understanding of software development and delivery practices,1
26,out\1326.json,A keen eye for detail and accuracy,1
27,out\1326.json,Flexible and able to work in a highly collaborative fast-paced culture,1
28,out\1326.json,Experience with AWS and code automation is a nice to have,1
29,out\1326.json,About the position,0
30,out\1326.json,"Primarily remote working, with opportunity for meetings for collaboration in the Sheffield office, or hybrid/in-office if preferred",0
31,out\1326.json,Opportunity to work at an established but rapidly growing company,0
32,out\1326.json,Competitive package and holiday allowance,0
33,out\1326.json,Benefits,0
34,out\1326.json,Remote working,0
35,out\1326.json,25 days holiday,0
36,out\1326.json,Company Pension,0
0,out\1327.json,We are looking for a Junior C++ Developer for one of the UK's largest gaming and gambling providers,0
1,out\1327.json,"BENEFITS: Salary up to £30k, 25 days holiday plus bank holidays and your birthday off, plus the opportunity to buy or sell extra days, employee discounts on holidays and theme parks, social events, annual bonuses, pension, stock purchase plans and flexible work from home",0
2,out\1327.json,We are currently recruiting for a Junior C++ Developer to join a cross functional team developing virtual gaming solutions used within a number of betting shops and sites as well as sports venues,0
3,out\1327.json,You will be developing projects from initial analysis to release and documentation to deployment,0
4,out\1327.json,We need someone who has experience with C++ whether through university or personal projects and be able to provide strong portfolio/proof of code from university degree or personal projects (i,0
5,out\1327.json,e,0
6,out\1327.json,GitHub Account),0
7,out\1327.json,Alternatively you will have commercial experience developing software solutions using C++,0
8,out\1327.json,"You will be researching and developing rendering systems, creating game algorithms, new technologies and new projects, as well as adding additional functionality, providing support, and troubleshooting issues",0
9,out\1327.json,"Good communication skills are a must as you will be required to work and communication with project managers, testers, other developers and non-technical colleagues and clients",0
10,out\1327.json,"You will have the option to either work from home full time, work a mixture of office and work from home, or work in the office full time, which is in the centre of Manchester",0
11,out\1327.json,"However, for the first week we would like candidates to attend the office for induction",0
12,out\1327.json,Key Requirements,1
13,out\1327.json,"University Degree in Computer Science, Games or similar at least 2:1",1
14,out\1327.json,Experience developing solutions with C++,1
15,out\1327.json,Ability to work in high pressure environments,1
16,out\1327.json,Excellent organisation and time management skills,1
17,out\1327.json,Knowledge of the software development lifecycle,1
18,out\1327.json,Nice to have,1
19,out\1327.json,Any experience with Windows programming,1
20,out\1327.json,"Experience with MFC or 3D programming,",1
21,out\1327.json,Experience with multi-threading,1
22,out\1327.json,Any experience with streaming technologies,1
23,out\1327.json,"Other programming languages such as Java, JavaScript, HTML5 or NodeJS",1
24,out\1327.json,Interested? Please apply for the role now,0
0,out\1329.json,Backend Software Engineer / Developer (C#,0
1,out\1329.json,Net Core AWS) London / WFH to £110k+,0
2,out\1329.json,"Are you a skilled backend focussed Backend Software Engineer looking for an opportunity to work with a modern, cloud based tech stack?",0
3,out\1329.json,You could be progressing your career in a senior hands-on role at a Hedge Fund that invests in the sports betting markets,0
4,out\1329.json,Your role:,0
5,out\1329.json,As a Backend Software Engineer you will join a talented Agile development team working on a Greenfield project to design and develop cutting edge Cloud (AWS) based systems to manage large data sets which process updates in real-time with high throughput and low latency,0
6,out\1329.json,"You'll be working in small Agile teams, Pair Programming, ensuring that code is of the highest quality and that solutions are well tested and will be empowered to recommend and make changes and improvements",0
7,out\1329.json,WFH Policy:,0
8,out\1329.json,"You'll be based in fantastic offices in a vibrant area of London with in-house gym and steam room, games room with pool tables and dart boards, library and free high quality catering (breakfast, lunch, dinner) from the onsite chef with flexibility to work from home two days a week",0
9,out\1329.json,Requirements:,0
10,out\1329.json,You have strong C#,0
11,out\1329.json,"Net design and development experience on large scale, distributed systems",0
12,out\1329.json,You have experience with AWS cloud services and Kubernetes,0
13,out\1329.json,You have a good understanding of working with event streams and event sourcing (e,0
14,out\1329.json,g,0
15,out\1329.json,"CQRS, EventStore, Kafka, NoSQL)",0
16,out\1329.json,You have experience of high frequency and highly responsive systems,0
17,out\1329.json,You're a collaborative team member with excellent communication skills; continual learner and keen to share knowledge with others,0
18,out\1329.json,The team is also using Microsoft Orleans so an interest in that would also be of benefit,0
19,out\1329.json,Salary & benefits:,0
20,out\1329.json,As a Backend Software Engineer / Developer you will earn a competitive salary (to £110k) plus a range of perks and benefits including:,0
21,out\1329.json,Significant bonus,0
22,out\1329.json,Pension,0
23,out\1329.json,Private medical care and wellness days,0
24,out\1329.json,Training and conference budget to support your personal development,0
25,out\1329.json,Apply now or call to find out more about this Backend Software Engineer / Developer (C#,0
26,out\1329.json,Net Core Kubernetes AWS Microsoft Orleans) opportunity,0
27,out\1329.json,At Client Server we believe in a diverse workplace that allows people to play to their strengths and continually learn,0
28,out\1329.json,"We're an equal opportunities employer whose people come from all walks of life and will never discriminate based on race, colour, religion, sex, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status",0
29,out\1329.json,The clients we work with share our values,0
0,out\1330.json,Front End Developer    This is a fantastic opportunity to work as the Front End Developer for this award winning Web Design company,0
1,out\1330.json,You will work with the rest of the development team to create website solutions for a range of customers in both public and private sectors,0
2,out\1330.json,Working alongside the customer to meet their requirements will also be an essential part of the role as well as providing your own ideas to help solve any problems,0
3,out\1330.json,The role offers hybrid working,0
4,out\1330.json,What is required for the role:,1
5,out\1330.json,+2 years Front End Development Experience,1
6,out\1330.json,"jQuery, HTML and CSS experience",1
7,out\1330.json,PHP experience,1
8,out\1330.json,What you will get in return:,0
9,out\1330.json,Competitive salary depending on experience,0
10,out\1330.json,31 days leave including bank holidays,0
11,out\1330.json,Pension scheme,0
12,out\1330.json,Flexible working,0
13,out\1330.json,Private Health Insurance,0
14,out\1330.json,"Please click apply for the role, we welcome your application! I am a Recruitment Consultant for Hays Technology, specialising in Software Development and Software Test roles in Northern Ireland",0
15,out\1330.json,Hays Specialist Recruitment Limited acts as an employment agency for permanent recruitment and employment business for the supply of temporary workers,0
16,out\1330.json,"By applying for this job you accept the T&C's, Privacy Policy and Disclaimers which can be found at hays",0
17,out\1330.json,co,0
18,out\1330.json,uk,0
0,out\1331.json,Jr,0
1,out\1331.json,AWS Developer/DevOps Engineer,0
2,out\1331.json,Who We Are:,0
3,out\1331.json,"Information Tech Consultants Ltd (ITC) is a London-based mobile app development consultancy, specializing in Android, iOS, and cross-platform solutions",0
4,out\1331.json,"With over 35,000 mobile development hours accumulated and clients across the UK and Europe, it’s safe to say we know apps well! Each of our practice areas leverages specialized expertise, methodologies, and software to ensure that we deliver the most beneficial solutions to our clients",0
5,out\1331.json,What you will be doing:,0
6,out\1331.json,You will be joining our growing team of Cloud and DevOps experts,0
7,out\1331.json,We want individuals who are comfortable asking “why”,0
8,out\1331.json,"The ideal candidate is a Cloud Developer, Cloud Infrastructure and DevOps Engineer who is comfortable developing on AWS cloud, building highly scalable and fault tolerant cloud infrastructure and DevOps pipeline and building them from the ground up",0
9,out\1331.json,"As a part of this Release Engineering team of a company, you will be responsible for software development, software builds and releases, which includes the design, development, support of builds, scripts, and installation procedure",0
10,out\1331.json,"The ideal candidate will be excited by the prospect of optimizing or even re-designing a company’s Cloud infrastructure and DevOps pipeline leveraging tools of core AWS services, git, Jenkins, CI/CD, Jira, and coding with Python or Java or C++",0
11,out\1331.json,"They must be self-directed and comfortable supporting the automation needs of multiple teams, systems, and products",0
12,out\1331.json,They are a team player possessing strong analytical as well as technical skills and can communicate the logic behind technical decisions to non-tech stakeholders,0
13,out\1331.json,What you need for this position:,1
14,out\1331.json,"Degree in Computer Science, Information Systems, Electrical Engineering, Mathematics, or equivalent quantitative field",1
15,out\1331.json,· 12 months or more of programing experience,1
16,out\1331.json,· Continuous Integration and Delivery (CI/CD) concepts,1
17,out\1331.json,· Strong interpersonal skills and ability to project manage and work with cross-functional teams,1
18,out\1331.json,"· Working SQL knowledge with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases",1
19,out\1331.json,You must be willing to travel within the UK up to 100% of the time and be entitled to work in the UK/EU,1
20,out\1331.json,Travel expenses will be covered,1
21,out\1331.json,What is a plus for this role but not a must:,1
22,out\1331.json,· Demonstrated ability to build processes that support highly scalable and fault tolerant infrastructure in AWS Cloud,1
23,out\1331.json,"· Know how to code in one of these coding languages: Java, Python, GO, C#",1
24,out\1331.json,"Scripting knowledge in one of these scripting languages: Json, Python, YAML",1
25,out\1331.json,· 2+ years of experience in a similar AWS or DevOps Engineer role would be a plus but is not mandatory to be qualifying for this opportunity,1
26,out\1331.json,Bonus points:,1
27,out\1331.json,· Relational SQL and NoSQL databases,1
28,out\1331.json,· Concepts of Containerization with Docker and Kubernetes,1
29,out\1331.json,"· Scripting languages such as Python, bash, PowerShell etc",1
30,out\1331.json,· Any Cloud Certifications,1
31,out\1331.json,Job Type: Full-time,0
32,out\1331.json,"Pay: £28,000",0
33,out\1331.json,"00-£30,000",0
34,out\1331.json,00 per year,0
35,out\1331.json,Benefits:,0
36,out\1331.json,Life insurance,0
37,out\1331.json,Referral programme,0
38,out\1331.json,Schedule:,0
39,out\1331.json,8 hour shift,0
40,out\1331.json,Supplemental pay types:,0
41,out\1331.json,Bonus scheme,0
42,out\1331.json,Ability to commute/relocate:,0
43,out\1331.json,London: reliably commute or plan to relocate before starting work (required),0
44,out\1331.json,Education:,0
45,out\1331.json,Bachelor's (preferred),0
46,out\1331.json,Experience:,0
47,out\1331.json,DevOps: 1 year (preferred),0
0,out\1336.json,Full Job Description,0
1,out\1336.json,Senior / Full Stack Developers,0
2,out\1336.json,There are a few things that make us stand out from the competition here at GivEnergy:,0
3,out\1336.json,Owning our supply chain and being able to keep costs for our end-users low,0
4,out\1336.json,Our incredible customer support,0
5,out\1336.json,"And of course, our UK-based team of software developers",0
6,out\1336.json,This is where we hope you’ll come in!,0
7,out\1336.json,Our Software Development team is one of the major components of our operation,0
8,out\1336.json,"End-user requirements, improvements and game-changing advancements come into fruition at the hands of our Developers – no mean feat in a Company growing at the phenomenal rate we are",0
9,out\1336.json,"We’re looking to grow the department with the addition of several Senior/Full Stack Developers, reporting to the Head of Integrations & Software Development",0
10,out\1336.json,This role will play a key part in bringing all our system stack into AWS and will support innovation with key links to research and development to ensure GivEnergy remain ahead of the market,0
11,out\1336.json,"To continue in our upward trajectory, we’re looking for senior and experienced Developers who can work in all elements of the system stack to produce the best control software and reporting systems used in the monitoring and control of the inverter and battery systems",0
12,out\1336.json,"This is a great opportunity for a versatile developer with a passion for renewable energy to join a progressive, local and rapidly expanding Company (with 500% growth last year alone!)",0
13,out\1336.json,Who Are We?,0
14,out\1336.json,GivEnergy is a manufacturer of electronic equipment designed to manage energy use and production,0
15,out\1336.json,"We specialise in our range of inverters and battery systems which allow our users to store their renewable/cheap-rate energy, ease pressure on the grid and save some serious money",0
16,out\1336.json,Last year we diversified into the smart plug arena (providing our end-users with real-time data and autonomy of energy usage) and we have plans to roll-out our very own electric vehicle charger and all-in-one system over the next year,0
17,out\1336.json,"On top of all this, GivEnergy Europe was formed at the end of 2022, and we’re excited to continue our success across the pond!",0
18,out\1336.json,GivEnergy is one of the UK’s largest domestic and commercial battery manufacturers,0
19,out\1336.json,The industry is booming and there couldn’t be a better time join the renewable industry,0
20,out\1336.json,What you’ll be doing:,0
21,out\1336.json,"No two days will look the same in this role, but generally, you can expect a mix of the below accountabilities:",0
22,out\1336.json,Working with the senior team analysing requirements and creating software to fulfil them,0
23,out\1336.json,"Analyse issues raised, create and release Fixes",0
24,out\1336.json,"Design and implement new Automations,",0
25,out\1336.json,Maintain system stability and optimise performance in our AWS environment,0
26,out\1336.json,What we’re looking for:,1
27,out\1336.json,"We know that one of the things that makes our people so successful, and work together so brilliantly is their differences",1
28,out\1336.json,"As such, we don’t want you to consider this an exhaustive list – if it’s a yes to all the below, great! If it’s most – we still want to hear from you:",1
29,out\1336.json,An understanding and competence in:,1
30,out\1336.json,MySQL,1
31,out\1336.json,Problem solving,1
32,out\1336.json,Minimum 5 years’ experience as a Developer,1
33,out\1336.json,"AWS, DevOps",1
34,out\1336.json,Kubernetes,1
35,out\1336.json,It would be advantageous if you had some competence in the following:,1
36,out\1336.json,"PHP frameworks such as Laravel,",1
37,out\1336.json,"JavaScript, Vue",1
38,out\1336.json,"JS, React,",1
39,out\1336.json,Machine Learning (TensorFlow Pytorch),1
40,out\1336.json,Git,1
41,out\1336.json,"Atlassian suite (Jira, Confluence)",1
42,out\1336.json,Responsive/mobile first design,1
43,out\1336.json,"Python, Java",1
44,out\1336.json,API’s/REST,1
45,out\1336.json,Why work with us?,0
46,out\1336.json,"In a world which feels pretty uncertain right now, there couldn’t be a better time to join the thriving energy battery storage industry as it chargesfrom strength to strength",0
47,out\1336.json,"We’re all gearing up for a move to our new Head Office building in Newcastle-under-Lyme, and we’re also redeveloping our Chemical Lane manufacturing site too",0
48,out\1336.json,"In return for your hard work, this is what we bring to the table:",0
49,out\1336.json,Regular performance-based salary reviews,0
50,out\1336.json,The opportunity to earn 2 generous bonuses each year (a profit share scheme and a performance-based bonus too),0
51,out\1336.json,"Regular Company events, shows and exhibitions",0
52,out\1336.json,"Work in a fun, relaxed environment with a smart/casual dress code, and free Company branded workwear provided",0
53,out\1336.json,"Want to stretch your legs, call to check on the kids, or just take your mind off work? On top of your lunch break, 2 x paid 10-minute daily breaks away from your desk are encouraged",0
54,out\1336.json,"We love to home-grow our talent, so there’s plenty of opportunities to progress and grow and bags of continuous professional development",0
55,out\1336.json,Discounts available on our products,0
56,out\1336.json,*,0
57,out\1336.json,Access to a workplace pension scheme,0
58,out\1336.json,"Join our team of foodies, with free tea and coffee provided onsite with regular snacks thrown in too",0
59,out\1336.json,Come to work every day and know you’re playing your part in changing the world – this is just about as close as we can get to guaranteeing you job satisfaction!,0
60,out\1336.json,* Terms apply,0
61,out\1336.json,"Schedule: The core hours for this role will be Monday – Friday 9am – 5pm, with some flexibility for out of hours cover",0
62,out\1336.json,"Job Types: Full-time, Permanent",0
63,out\1336.json,Salary: negotiable for the right applicants,0
64,out\1336.json,Benefits:,0
65,out\1336.json,Casual dress,0
66,out\1336.json,Company events,0
67,out\1336.json,Company pension,0
68,out\1336.json,Employee discount,0
69,out\1336.json,Free parking,0
70,out\1336.json,On-site parking,0
71,out\1336.json,Profit sharing,0
72,out\1336.json,Benefits:,0
73,out\1336.json,Company events,0
74,out\1336.json,Company pension,0
75,out\1336.json,Employee discount,0
76,out\1336.json,Free parking,0
77,out\1336.json,On-site parking,0
78,out\1336.json,Schedule:,0
79,out\1336.json,Monday to Friday,0
80,out\1336.json,Supplemental pay types:,0
81,out\1336.json,Bonus scheme,0
82,out\1336.json,Performance bonus,0
83,out\1336.json,Yearly bonus,0
84,out\1336.json,Ability to commute/relocate:,0
85,out\1336.json,"Newcastle-under-Lyme, ST5 9JA: reliably commute or plan to relocate before starting work (required)",0
86,out\1336.json,Experience:,0
87,out\1336.json,Development: 3 years (required),0
88,out\1336.json,Work authorisation:,0
89,out\1336.json,United Kingdom (required),0
90,out\1336.json,Work Location: In person,0
0,out\1340.json,Web Developer / Software Engineer (JavaScript React) London / WFH to £85k,0
1,out\1340.json,"Are you a Web Developer with a good grounding in Computer Science combined with strong Vanilla JavaScript, TypeScript and React skills?",0
2,out\1340.json,"You could be progressing your career in a senior, hands-on role at a FinTech solutions as they expand their UK presence",0
3,out\1340.json,"As a Web Developer you will design front end software architectures, prototyping and iterating new user interfaces; you'll collaborate with UX designers to define user flow specification and liaise with internal stakeholders to define requirements, building out enterprise level UI systems",0
4,out\1340.json,"You'll be working with cutting edge technologies, with a focus on React (including React Hooks, Redux), to build SPAs with a keen eye for detail and user experience",0
5,out\1340.json,WFH Policy:,0
6,out\1340.json,"There's a remote interview / onboarding process, with 2 days work from home per week, with the rest of your time in modern, open plan City based offices with a range of facilities",0
7,out\1340.json,Requirements:,1
8,out\1340.json,You have strong Vanilla JavaScript and TypeScript skills,1
9,out\1340.json,"You have strong React experience and are accomplished with HTML5, CSS",1
10,out\1340.json,You have a good understanding of REST APIs and web integration with backend systems,1
11,out\1340.json,"You have a good understanding of Comp Sci fundamentals such as OOP, Design Patterns, Data Structures, Algorithms",1
12,out\1340.json,You're familiar with AWS,1
13,out\1340.json,"You're collaborative with good communication skills, keen to learn and share ideas",1
14,out\1340.json,"You're degree educated, 2",1
15,out\1340.json,1 or above gained in Computer Science or similar technical / scientific / numerate discipline,1
16,out\1340.json,What's in it for you:,0
17,out\1340.json,As a Web Developer you will earn a competitive salary (to £85k) plus bonus and benefits including:,0
18,out\1340.json,Enhanced annual leave,0
19,out\1340.json,Private medical care,0
20,out\1340.json,Pension,0
21,out\1340.json,Enhanced maternity and paternity packages,0
22,out\1340.json,Time off for volunteering as well as other charity events,0
23,out\1340.json,Summer and Christmas parties,0
24,out\1340.json,Professional development and support,0
25,out\1340.json,Perks such as cycle to work scheme,0
26,out\1340.json,Apply now to find out more about this Web Developer / Software Engineer (JavaScript React) opportunity,0
27,out\1340.json,At Client Server we believe in a diverse workplace that allows people to play to their strengths and continually learn,0
28,out\1340.json,"We're an equal opportunities employer whose people come from all walks of life and will never discriminate based on race, colour, religion, sex, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status",0
29,out\1340.json,The clients we work with share our values,0
0,out\1343.json,"NET Developer,",0
1,out\1343.json,"NET 7, C#, Azure, JavaScript, Agile - Ipswich",0
2,out\1343.json,(Tech stack:,0
3,out\1343.json,"NET Developer,",0
4,out\1343.json,"NET 7, ASP",0
5,out\1343.json,"NET, C#, React, Angular 14, Microservices, Vue",0
6,out\1343.json,"js, TypeScript, Azure, Web API 2, Agile, SQL Server 2022, Programmer, Full Stack Engineer, Architect,",0
7,out\1343.json,"NET Developer, Urgent)  Be the first of your friends to declare, ""I love where I work!"" and actually mean it",0
8,out\1343.json,Laugh hard and work hard with some of the best and brightest in the tech industry,0
9,out\1343.json,"Our client has created the world's first marketplace for live experiences by developing the technology that lets anyone create, share and find new things to do",0
10,out\1343.json,"Currently 180 countries host events using their platform, with over 1",0
11,out\1343.json,5 million events taking place every year and 5 million tickets being processed every month!,0
12,out\1343.json,They are looking for,1
13,out\1343.json,NET Developer to help them dramatically expand and improve their set of products while simultaneously supporting a massive increase in the capacity of their systems,1
14,out\1343.json,"They have been extremely picky about assembling a team of smart, humble people who are passionate about creating amazing products",1
15,out\1343.json,They work in an agile manner and believe strongly that small cross-functional teams empowered to make decisions and move fast is the best way to work,1
16,out\1343.json,This is an unbeatable opportunity for,1
17,out\1343.json,"NET Developer who hope to work on and deliver world class software in a friendly, fun, and innovative environment",1
18,out\1343.json,The ideal,1
19,out\1343.json,NET Developer candidates should have strong experience with:,1
20,out\1343.json,"NET,",1
21,out\1343.json,NET Core / ASP,1
22,out\1343.json,"NET MVC, C# and SQL Server",1
23,out\1343.json,Our client will provide you with industry recognised training into:,1
24,out\1343.json,"NET 7, JavaScript, React, Angular 14, Microservices, MongoDB, Vue",1
25,out\1343.json,"js, TypeScript, Azure, AWS, Web API 2, Entity Framework, Node",1
26,out\1343.json,"js, Elasticsearch, Agile, TDD, BDD, Scrum, Kanban and SQL Server 2022",1
27,out\1343.json,Their benefits include the following:,0
28,out\1343.json,Bonus (15%),0
29,out\1343.json,Generous stock option plan,0
30,out\1343.json,"Medical, dental and vision insurance",0
31,out\1343.json,Company pension,0
32,out\1343.json,Choice of computer and gear,0
33,out\1343.json,All the coffee delivered to your desk you can order!,0
34,out\1343.json,Snack filled kitchen,0
35,out\1343.json,Awesome work environment at a company with a huge vision,0
36,out\1343.json,Killer office with an onsite gym and games room!,0
37,out\1343.json,If you are interested in applying for these positions please send your CV without delay,0
38,out\1343.json,"Location: Ipswich, Suffolk, UK / Remote Working",0
39,out\1343.json,"Salary: £60,000 - £90,00 + Bonus + Pension + Benefits",0
40,out\1343.json,Noir continues to be the leading Microsoft recruitment agency; we can help you make the right career decisions!,0
41,out\1343.json,NOIRUKNETREC NOIRUKREC,0
0,out\1344.json,Job Details,0
1,out\1344.json,"Location(s): UK, Europe & Africa : UK : Guildford",0
2,out\1344.json,"BAE Systems Digital Intelligence is home to 4,800 digital, cyber and intelligence experts",0
3,out\1344.json,"We work collaboratively across 16 countries to collect, connect and understand complex data, so that governments, nation states, armed forces and commercial businesses can unlock digital advantage in the most demanding environments",0
4,out\1344.json,BIO,0
5,out\1344.json,"BAE Systems Applied Intelligence works with governments and businesses around the world to help them defend against cyber threats, reduce their risk in the connected world, comply with regulation and transform their operations",0
6,out\1344.json,The Wireless Products group works with customers to develop innovative mission critical technology,0
7,out\1344.json,"Applications include software radios, space technology and underwater systems",0
8,out\1344.json,JOB ROLE,0
9,out\1344.json,"We are looking for bright, enthusiastic and committed individuals to work as software developers in one of our customer-facing product teams",0
10,out\1344.json,"Relevant industry experience is preferable but most of all we are looking for bright, enthusiastic and committed individuals with a strong academic background and the ability to learn quickly",0
11,out\1344.json,"We have a range of roles available, from graduate entry through to experienced developers",0
12,out\1344.json,We are interested in hearing from anyone who can make a strong contribution to our work,0
13,out\1344.json,What you could be doing for us:,0
14,out\1344.json,"Depending on your project assignment and level of experience, you may work on some or all of the following:",0
15,out\1344.json,High performance application design and development in C++ and related languages,0
16,out\1344.json,"Developing and deploying software which typically includes low level development (eg real-time software, drivers, embedded software etc",0
17,out\1344.json,) and requires an understanding of the underlying hardware systems,0
18,out\1344.json,Managing technical tasks/projects and people,0
19,out\1344.json,"Be involved in customer-facing delivery, sometimes to challenging deadlines",0
20,out\1344.json,Customer-facing technical consultancy,0
21,out\1344.json,Have a strong interest in expanding technical knowledge both in areas of core expertise and more generally,0
22,out\1344.json,Work towards gaining the experience required to take technical lead roles,0
23,out\1344.json,Mentoring and coaching junior colleagues,0
24,out\1344.json,What background are we looking for?,0
25,out\1344.json,"We are looking for ambitious, high-calibre people with the following characteristics:",0
26,out\1344.json,Essential:,1
27,out\1344.json,"Highly motivated with a strong academic background typically in Engineering, Physics or Mathematics with a 2:1 or 1st class degree",1
28,out\1344.json,PhD applicants also encouraged,1
29,out\1344.json,Proven problem-solving skills,1
30,out\1344.json,"Broad interest in wireless technology, embedded systems and awareness of latest industry developments",1
31,out\1344.json,Ability to multi-task and stay organised in a dynamic work environment,1
32,out\1344.json,Excellent team working abilities,1
33,out\1344.json,Ability to learn quickly,1
34,out\1344.json,Ability to produce high-quality software,1
35,out\1344.json,Understanding of low-level computing concepts,1
36,out\1344.json,C++ experience,1
37,out\1344.json,Desirable:,1
38,out\1344.json,Development on and for Linux based embedded systems,1
39,out\1344.json,"Range of other development skills, including C (for embedded systems), Java, HTML5, React/Redux, Python, GDB",1
40,out\1344.json,Modern software development methodologies such as Agile and Test Driven Development,1
41,out\1344.json,Proven track record of successfully delivering high quality software solutions,1
42,out\1344.json,Understanding of radio communication systems and concepts,1
43,out\1344.json,How we will support you:,0
44,out\1344.json,"Work-life balance is important; you'll get 25 days holiday a year and, via our flexible benefits package the option to buy/sell and carry over from the year before",0
45,out\1344.json,"Our flexible benefits package includes; private medical and dental insurance, a competitive pension scheme, cycle to work scheme, taste cards and more",0
46,out\1344.json,You'll have a dedicated Career Manager to help you develop your career and guide you on your journey through BAE,0
47,out\1344.json,Don't know a particular technology? Your learning and development is key to your future career,0
48,out\1344.json,You'll be part of our bonus scheme,0
49,out\1344.json,You are welcome to join any/all of our Diversity and Support groups,0
50,out\1344.json,These groups cover everything from gender diversity to mental health and wellbeing,0
51,out\1344.json,About BAE Systems Applied Intelligence:,0
52,out\1344.json,"We help nations, governments and businesses around the world defend themselves against cyber-crime, reduce their risk in the connected world, comply with regulation, and transform their operations",0
53,out\1344.json,"We do this using our unique set of solutions, systems, experience and processes",0
54,out\1344.json,Our success is down to our people,0
55,out\1344.json,The changing nature of our business means that we're constantly looking for the brightest talent to help us fulfil our ambitions,0
56,out\1344.json,"As an experienced professional, we'll entrust you with responsibility; this means that you'll have client contact, variety and support from day one",0
57,out\1344.json,We'll encourage and support you to develop your skills and reward you as you grow,0
58,out\1344.json,"Whatever your area of expertise, you'll be much more than just a job title; you'll be an integral part of the business where your individual contribution makes a difference every day",0
59,out\1344.json,"Great minds deserve great rewards, so we also offer a very competitive salary and benefits package",0
60,out\1344.json,Diversity and inclusion are integral to the success of BAE Systems Applied Intelligence,0
61,out\1344.json,"Staying competitive in today's global marketplace requires an organisational culture where employees with varying perspectives, skills, life experiences and backgrounds - the best and brightest minds - can work together to achieve excellence and realise individual and organisational potential",0
62,out\1344.json,We also welcome discussions about flexible working,0
63,out\1344.json,Security Clearance,0
64,out\1344.json,Only those with the permanent and unrestricted right to live and work in the UK will be considered for a position within BAE Systems Applied Intelligence,0
65,out\1344.json,"Due to the nature of our work, successful candidates for this role will be required to go through Government SC clearance prior to starting with us",0
66,out\1344.json,https://www,0
67,out\1344.json,gov,0
68,out\1344.json,uk/guidance/security-vetting-and-clearance,0
69,out\1344.json,#regular,0
70,out\1344.json,#hiring,0
71,out\1344.json,#AIcareers,0
72,out\1344.json,Life at BAE Systems Digital Intelligence,0
73,out\1344.json,We are embracing Hybrid Working,0
